codigo,nombre,cartilla,hex
7542W,Wishful Blue,Millennium,#bad4e9
7543M,Flaxflower,Millennium,#9cbedc
7544M,Fresh Water,Millennium,#88b1d4
7545D,Norwegian Blue,Millennium,#548dba
7546N,Baltic Blue,Millennium,#336a94
7550W,Iceland Blue,Millennium,#d6e5eb
7551W,Bunting Blue,Millennium,#bddaea
7552W,Blue Lady,Millennium,#b0d2e6
7553M,Nautilus,Millennium,#97c2db
7554M,Castaway Blue,Millennium,#74b1d3
7555D,Sea Route,Millennium,#3d8db3
7556A,Mariner,Millennium,#20769c
7560W,Ice Crystal,Millennium,#cfe6eb
7561W,Blue Current,Millennium,#bfe1e9
7562W,Crescent Blue,Millennium,#a9d4e2
7563M,Low Tide,Millennium,#93c7d9
7564M,Blue Seclusion,Millennium,#77b6cc
7565D,Cove Blue,Millennium,#4094ad
7566A,Voyager Blue,Millennium,#197b97
7570W,Heaven Scent,Millennium,#d7ebec
7571W,Blue Inlet,Millennium,#bde4eb
7572W,Placid Sea,Millennium,#aadbe4
7573M,Waterside,Millennium,#8bccd7
7574M,Perry Blue,Millennium,#6bbccb
7575D,Velvet Teal,Millennium,#319cab
7576A,Aqueduct Blue,Millennium,#008191
7580W,Mermaid Tear,Millennium,#cae8e9
7581W,Clarity Blue,Millennium,#bbe2e5
7582W,Aqua Edge,Millennium,#a7dade
7583M,Aqua Sweeps,Millennium,#8eccd1
7584M,Galleon,Millennium,#74bec5
7585D,Sea Fascination,Millennium,#409ca3
7586A,Mighty Main,Millennium,#128189
7590W,Distant Blue,Millennium,#d1eaea
7591W,Cruising Blue,Millennium,#c3e7e7
7592W,Abstract Aqua,Millennium,#b1e1e2
7593M,Aquifer,Millennium,#8fd2d4
7594M,Etruscan Blue,Millennium,#6ec5c8
7595D,Sea Sphinx,Millennium,#2da1a3
7596A,Aqua Dazzle,Millennium,#008a8d
7600W,Cistern Blue,Millennium,#d6ece9
7601W,Smooth Sailing,Millennium,#c0e8e5
7602W,Sea Lyric,Millennium,#abdcd9
7603M,Bali Hi,Millennium,#95d2cf
7604M,Yama Light,Millennium,#6fc0bd
7605D,Turquoise Mosaic,Millennium,#45a49e
7606A,Sea Venture,Millennium,#288883
7610W,Poolside,Millennium,#d6f1e7
7611W,Falling Water,Millennium,#c6e8de
7612W,Headwaters,Millennium,#b7e1d6
7613M,Sea Spray,Millennium,#99d3c7
7614M,Sea Quarry,Millennium,#82c9bb
7615D,Sea Queen,Millennium,#57aa96
7616N,Ultra Green,Millennium,#3c8570
7620W,Opal Green,Millennium,#dcf2e9
7621W,Filtered Green,Millennium,#c9eadd
7622W,Chiffon Mist,Millennium,#bae5d4
7623M,Spun Green,Millennium,#a4d8c0
7624M,Porch View,Millennium,#8ccbaf
7625D,Maidenhair Fern,Millennium,#68b18f
7626N,Irish Juniper,Millennium,#4a8564
7630W,Dewmist,Millennium,#eaf5ea
7631W,Slender Stem,Millennium,#cee7d4
7632W,Green Pond,Millennium,#bddfc8
7633M,Water Cress,Millennium,#b1d9b9
7634M,Green Summit,Millennium,#9ecfac
7635D,Artemis,Millennium,#76b087
7636N,Lush Veranda,Millennium,#4b865d
7640W,Snowy Pine,Millennium,#e5f0e5
7641W,Clover Tip,Millennium,#d3e9d4
7642W,Impatient Green,Millennium,#c3e1c7
7643M,Weeping Willow,Millennium,#b9d7b8
7644M,Shaded Green,Millennium,#a0c9a3
7645D,Fairway,Millennium,#83ae82
7646N,Wild Mint,Millennium,#648b60
7650W,Creamy Cucumber,Millennium,#e5f0e2
7651W,Garden Fragrance,Millennium,#d7e6cd
7652W,Summer Lullaby,Millennium,#c9ddc0
7653M,Village Green,Millennium,#c2d5b6
7654M,Garland Green,Millennium,#aec69f
7655D,Barbados Green,Millennium,#92af7e
7656N,Dandelion Green,Millennium,#738f60
7660W,Willow Wind,Millennium,#eff2e2
7661W,Delicate Vine,Millennium,#d7e3c5
7662W,Cypress Garden,Millennium,#d0dcbe
7663M,Aspen Meadows,Millennium,#cdd6b9
7664M,Thin Asparagus,Millennium,#bbc6a0
7665D,Aloe Vera,Millennium,#9ab07d
7666N,Cactus Pete,Millennium,#81935e
7670W,Minced Onion,Millennium,#f0efd8
7671W,Boc Choy,Millennium,#e5e4bf
7672W,Honeydew,Millennium,#dcddb0
7673M,Pekoe Tea,Millennium,#cccc95
7674D,Dried Basil,Millennium,#b9b774
7675A,Romaine,Millennium,#a8a864
7676N,Jungle Moss,Millennium,#909251
7680W,Evasive White,Millennium,#f1ecd0
7681W,Dewy Twig,Millennium,#eae5c3
7682W,Lime Ice,Millennium,#e4deb5
7683M,Sweet Olive,Millennium,#d8cf97
7684D,Spring Sprout,Millennium,#cbbf6f
7685A,Liverpool,Millennium,#b9b060
7686N,Summer Olive,Millennium,#a7a050
7690W,Liming White,Millennium,#f9f3dd
7691W,Flora Ivory,Millennium,#f5ecc8
7692W,Escarole,Millennium,#f2e8b8
7693M,Emeraude Gold,Millennium,#eadb9a
7694D,Fife Gold,Millennium,#d8c473
7695A,Antebellum,Millennium,#cdb860
7696N,Kiwi Fruit,Millennium,#bea850
7700W,Downy Duckling,Millennium,#fdf5db
7701W,Ivory Paper,Millennium,#faeec1
7702W,Yellow Sash,Millennium,#f7eab3
7703M,Cool Yellow,Millennium,#f8e599
7704D,Cat's Eye,Millennium,#c7d23a
7705A,Pyrite,Millennium,#e5c955
7706N,Green Citrus,Millennium,#ceaf38
7710W,Star Magnolia,Millennium,#faf0d5
7711W,Angelica Blossom,Millennium,#faebc2
7712W,Dijon,Millennium,#f9e6b5
7713M,Mustard Bloom,Millennium,#f7db94
7714D,Honey Gold,Millennium,#f3d281
7715D,Golden Rotunda,Millennium,#eac66c
7716N,Evergold,Millennium,#daad49
7720W,Delicate Cream,Millennium,#fbf2d9
7721W,Light Honey,Millennium,#ffedc3
7722W,Roman Chamomile,Millennium,#ffe7b1
7723M,Daisetta,Millennium,#fddc94
7724D,Golden Horn,Millennium,#f5c96c
7725A,Cortez Gold,Millennium,#eebd5a
7726N,Gold Rush,Millennium,#e5b048
7730W,Corinthian,Millennium,#fcf1df
7731W,Light Topaz,Millennium,#fee6bc
7732W,Butter Pecan,Millennium,#f4dd7c
7733M,Sahara Gold,Millennium,#fddaa1
7734M,Cane,Millennium,#f8cf8d
7735D,Topaz,Millennium,#edba68
7736N,Butterbrickle,Millennium,#daa14b
7740W,Snow Gum,Millennium,#fbf5e9
7741W,Slivered Pecan,Millennium,#fae4c1
7742W,Light Toast,Millennium,#fbdeb2
7743M,Cupola Yellow,Millennium,#f8d9a8
7744M,September Leaf,Millennium,#f4cd94
7745D,Spanish Gold,Millennium,#e6b56f
7746N,Golden Glove,Millennium,#c8964e
7750W,Beach Basket,Millennium,#faefdc
7751W,Beach Grass,Millennium,#f3dec3
7752W,Oakbuff,Millennium,#ebd1b0
7753M,Harvest Tan,Millennium,#e9cba7
7754M,Safari Tan,Millennium,#e2c195
7755D,Tannery,Millennium,#d2a978
7756N,Cockatoo Gold,Millennium,#b68a58
7760W,Weaverbird,Millennium,#f6efe5
7761W,Nutmeg Dust,Millennium,#f4e1c7
7762W,Western Sand,Millennium,#f9debb
7763M,Highland Buff,Millennium,#f0c99d
7764M,Coffee 'N Cream,Millennium,#e4b784
7765D,Terracotta Tile,Millennium,#d9a36d
7766A,Rich Amber,Millennium,#bf8652
7770W,Frosty Toffee,Millennium,#f9ebdb
7771W,Ceramic Beige,Millennium,#fbe5cf
7772W,Pale Adobe,Millennium,#f9d9bd
7773M,Desert Sunset,Millennium,#f1c8a2
7774D,Desert Vista,Millennium,#e2aa78
7775D,Canyon Wall,Millennium,#da9f6d
7776N,Galena Gold,Millennium,#c78b56
7780W,Blushed Cotton,Millennium,#faeee2
7781W,Enchilada,Millennium,#f9e2cd
7782W,Peach Beige,Millennium,#f5dac0
7783M,Toasted Tan,Millennium,#e7c1a2
7784M,Nullabor Sand,Millennium,#e0b490
7785D,Heathcote,Millennium,#ce9870
7786N,Contemporary Maple,Millennium,#ba805a
7790W,Opalescence,Millennium,#fceede
7791W,Ivory Peach,Millennium,#fce4d1
7792W,Dusky Coral,Millennium,#fdddc7
7793M,Taffy Crunch,Millennium,#f5c09a
7794D,Appealing Apricot,Millennium,#e8a478
7795A,Southwest Amber,Millennium,#e09769
7796N,Mythic Fire,Millennium,#c67f51
7800W,Ivory Powder,Millennium,#f5e9dd
7801W,Strata Beige,Millennium,#f9e5d5
7802W,Westerly Tan,Millennium,#f7dcca
7803M,Mission Beige,Millennium,#ebc3a4
7804D,Clay Urn,Millennium,#dca47f
7805A,Copper Gold,Millennium,#c58b65
7806N,Roaring Hearth,Millennium,#b57855
7810W,Taffy Tint,Millennium,#faeae1
7811W,Golden Apricot,Millennium,#f8dccc
7812W,Confection Tan,Millennium,#f2d1bd
7813M,Apple Taffy,Millennium,#e6b89c
7814D,Honeysuckle Coral,Millennium,#d49b80
7815A,Paprika,Millennium,#cb8e72
7816N,Tasmanian Myrtle,Millennium,#be7e61
7820W,Sheer Natural,Millennium,#f7e7dc
7821W,Blush Beige,Millennium,#f2d7c7
7822W,Tyrian Tan,Millennium,#eecbb8
7823M,Mayan Sun,Millennium,#e7b7a3
7824M,Desert Edge,Millennium,#d9a48d
7825D,Tawny Copper,Millennium,#c88b73
7826A,Ayers Rock,Millennium,#b2755e
7830W,Apple Blush,Millennium,#f7ebe8
7831W,French Floral,Millennium,#fce2dc
7832W,Pale Rose,Millennium,#fadad1
7833M,Matador Pink,Millennium,#f4bdb1
7834D,Breccia,Millennium,#eaa796
7835D,Reef Rust,Millennium,#e39785
7836N,Copper Canyon,Millennium,#c0715c
7840W,Pink Candle,Millennium,#fce9e4
7841W,Candied Apricot,Millennium,#fbe3dd
7842W,Misted Coral,Millennium,#fad6d0
7843M,Terra Cotta Tint,Millennium,#f4bab2
7844D,Rockies Red,Millennium,#e6988c
7845D,Sunburst,Millennium,#dc877b
7846N,Eldorado,Millennium,#bd6557
7850W,Cosmetic Pink,Millennium,#fce9e4
7851W,Rose Damask,Millennium,#f9e0db
7852W,Dutchess Dawn,Millennium,#f5d1cb
7853W,Muted Mesa,Millennium,#ebb4ab
7854M,Rose Pueblo,Millennium,#d28880
7855D,Cajun Spice,Millennium,#c7776c
7856A,Tomahawk,Millennium,#ae6158
7860W,Pink Shine,Millennium,#f7eae6
7861W,Oregon Rose,Millennium,#f4dedc
7862W,Wild Carnation,Millennium,#f0d1d0
7863M,Opening Bud,Millennium,#efb1ad
7864D,Coral Berry,Millennium,#dd918b
7865A,Field Poppy,Millennium,#ca7c76
7866N,Baked Apple,Millennium,#b25e5a
7870W,Pinafore,Millennium,#fbe8e8
7871W,Pink Light,Millennium,#f6d3d5
7872W,Berry Mousse,Millennium,#f1c7c9
7873M,Cashmere Rose,Millennium,#ebabad
7874D,Canterbury Rose,Millennium,#dd8c8d
7875A,Polished Coral,Millennium,#cb7b77
7876N,Briar Berry,Millennium,#b0625e
7880W,Softly Pink,Millennium,#fbe2e1
7881W,Dawn Glow,Millennium,#fad5d7
7882W,Rouge,Millennium,#f9c7cb
7883M,Charming Pink,Millennium,#f4aeb4
7884D,Rambler Rose,Millennium,#e58e95
7885A,Crimson Barberry,Millennium,#d16e72
7886N,Rio Red,Millennium,#bf5d5d
7890W,Pink Clarity,Millennium,#f8e7e7
7891W,Ginger Pink,Millennium,#f0cacb
7892W,Cherokee Rose,Millennium,#edbec0
7893M,Gaiety Rose,Millennium,#e2a4a7
7894D,Sun Poppy,Millennium,#d89394
7895A,Blazen Pink,Millennium,#be7273
7896N,Duberry Red,Millennium,#a8605d
7900W,Tatiana Pink,Millennium,#f6e7e7
7901W,Cameo Glass,Millennium,#f4d3d8
7902W,Rose Memory,Millennium,#edc4ca
7903M,Autumn Rose,Millennium,#e3a9b1
7904D,Rose Shade,Millennium,#d8959d
7905D,Chinaberry,Millennium,#c78087
7906N,Remember Rose,Millennium,#a25d64
7910W,Rose Thought,Millennium,#fadee6
7911W,Sweet Columbine,Millennium,#f8d1de
7912W,Sweetrose,Millennium,#f4c4d4
7913M,Cactus Bloom,Millennium,#eeaabe
7914D,Pink Gardenia,Millennium,#db879d
7915A,Miniature Rose,Millennium,#ca7084
7916N,Regency Red,Millennium,#a44f58
7920W,Swiss Pink,Millennium,#f2d6e1
7921W,Windflower,Millennium,#f2ccda
7922W,Viva La Pink,Millennium,#e7bbcd
7923M,Madeline,Millennium,#e1a5bc
7924D,Floral Plum,Millennium,#c9839d
7925A,Rose Velvet,Millennium,#b56c84
7926N,Magenta Royale,Millennium,#96566a
7930W,Raspberry Pink,Millennium,#f8e6eb
7931W,May Blossom,Millennium,#ecc9dc
7932W,Garden Paradise,Millennium,#e5bbd2
7933M,Viola Phlox,Millennium,#daa0be
7934D,Geisha,Millennium,#c780a1
7935A,Exotic Plum,Millennium,#ad6a8b
7936N,Bright Bordeaux,Millennium,#95536a
7940W,Cherish,Millennium,#f0e1eb
7941W,Romantic Violet,Millennium,#e2ccdf
7942W,Violet Trace,Millennium,#dec0d7
7943D,Violet Aero,Millennium,#c596b6
7944D,Rose Amaranth,Millennium,#b583a6
7945A,Fresh Berry,Millennium,#a16d8f
7946N,Blackberry Swirl,Millennium,#725264
7950W,Plum Frost,Millennium,#efe4eb
7951W,Ophelia Violet,Millennium,#e6d0df
7952W,Captivating Violet,Millennium,#dcc1d5
7953D,Plum Sparkle,Millennium,#bc9ab6
7954D,Perfect Plum,Millennium,#a785a5
7955A,Regal Bearing,Millennium,#91708f
7956N,Bacchus,Millennium,#6e576b
